fid,field_1,Admin1,Facility_name,Facility_type,Ownership,Latitude,Longitude,LL_source,Sub County,Ward,Level,Operating time,Total In-patient beds,General In-patient beds,Cots,Maternity beds,Emergency casualty bedsc,Intensive Care Unit beds,High Dependency Unit beds,Isolation beds,General theatres,Maternity theatres,Accident and Emergency Casualty Services,Ambulatory Services,Antenatal Care,Blood Services,Cancer Screening,Central Sterile Services Department,Curative Services,Dental services,Emergency Preparedness,Family Planning,Forensic Services,High Dependency Services,HIV/AIDs Prevention And Care Services,ICU Services,Immunisation,Inpatient Services,Integrated Immunization,Integrated Management Of Childhood Illness,Laboratory Services,Leprosy treatment,Maternity Services,Mental Health Services,Mortuary Services,Newborn Care Services,Nutrition Services,Occupational Therapy,Oncology Services,Opthalmic Services,Orthopaedic Technology Services,Pharmacy Services,Physiotherapy,Postnatal Care Services,Radiology and Imaging,Rehabilitation Services,Renal Services,Services For Gender Based Violence Survivors,Specialized In-Patient Services,Specialised Outpatient care,Theatre Services,Tuberculosis Diagnosis and Treatments,Youth Friendly Services
934,Kenya,Nairobi,Africare Ltd Forts Building,Medical Clinic,Private Practice,-1.29857,36.80869,KMHFR,Kibra,Woodley/Kenyatta Golf Course,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
652,Kenya,Nairobi,Havilah Medical Centre,Medical Clinic,Private Practice,-1.32141,36.89607,KMHFR,Embakasi South,Pipeline,2,24 hours + Weekends,2,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
753,Kenya,Nairobi,Healthex Africa Limited,Medical Clinic,Private Practice,-1.22775,36.80665,KMHFR,Westlands,Karura,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
828,Kenya,Nairobi,Dama Healthcare SolutionS Limited,Medical Center,Private Practice,-1.29071,36.78747,KMHFR,Dagoretti North,Kilimani,3,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
205,Kenya,Nairobi,Buruburu Medical Clinic,Medical Clinic,Private Practice,-1.28566,36.88074,KMHFR,Makadara,Harambee,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
797,Kenya,Nairobi,Urbanic Clinic,Medical Clinic,Private Practice,-1.26409,36.80099,KMHFR,Dagoretti North,Kileleshwa,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
763,Kenya,Nairobi,Belladonna Pharmacy Ltd,Pharmacy,Private Practice,-1.22771,36.8054,KMHFR,Westlands,Karura,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
11,Kenya,Nairobi,Equity Afia Eastleigh,Medical Center,Private Practice,-1.28227,36.8496,KMHFR,Kamukunji,California,3,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
320,Kenya,Nairobi,Wayside Medical & Dental Clinic,Medical Clinic,Private Practice,-1.23049,36.92048,KMHFR,kasarani,kasarani,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No
1053,Kenya,Nairobi,Dr Barnados House Clinic,Dispensary,Faith Based Organization,-1.31479,36.81468,KMHFR,Lang'ata,Nairobi West,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
305,Kenya,Nairobi,Kipawa Medical Centre,Medical Clinic,Private Practice,-1.26108,37.00928,KMHFR,Ruai,Kasarani,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
579,Kenya,Nairobi,Abrar Health Services Limited,Primary Care Hospital,Private Practice,-1.2907,36.90275,KMHFR,Embakasi East,Upper Savannah,4,24 hours + Weekends,0,50,1,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
65,Kenya,Nairobi,Balozi Hospital Ltd,Secondary care hospital,Private Practice,-1.31695,36.83999,KMHFR,Starehe,Nairobi South,5,24 hours,30,15,12,5,5,3,3,4,1,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No
591,Kenya,Nairobi,Medileen Medical Services,Medical Clinic,Private Practice,-1.30066,36.88915,KMHFR,Embakasi East,Upper Savannah,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
633,Kenya,Nairobi,Yimbo Medical Centre,Medical Clinic,Private Practice,-1.31422,36.88369,KMHFR,Embakasi South,Kware,2,24 hours + Weekends,5,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
998,Kenya,Nairobi,Om Shanti Medical Clinic (South C),Medical Clinic,Private Practice,-1.31382,36.82782,KMHFR,Lang'ata,South C,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
1103,Kenya,Nairobi,Cancer care Kenya Limited,Medical Center,Private Practice,-1.26249,36.81253,KMHFR,Westlands,Parklands,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
670,Kenya,Nairobi,Reuben Mukuru Health Centre,Basic Health Centre,Faith Based Organization,-1.31601,36.86947,KMHFR,Embakasi South,Kwa Reuben,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
561,Kenya,Nairobi,Romieva Medical Centre,Medical Center,Non-Governmental Organization,-1.32354,36.89994,KMHFR,Embakasi East,Embakasi,3,24 hours + Weekends,20,0,2,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,No,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A
1108,Kenya,Nairobi,Jalaram Medical Centre,Medical Clinic,faith Based Organization,-1.25808,36.80665,KMHFR,Westlands,Parklands,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10,Kenya,Nairobi,Anka Hospital,Primary care hospital,Private Practice,-1.27616,36.85124,KMHFR,Kamukunji,California,4,24 hours,12,0,2,0,0,0,0,0,1,0,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No
30,Kenya,Nairobi,Spector Medical Centre,Medical Center,Private Practice,-1.28465,36.85581,KMHFR,Kamukunji,Eastleigh south,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No
148,Kenya,Nairobi,Equity Afia Moi Avenue,Medical Center,Private Practice,-1.28775,-1.28775,KMHFR,Starehe,Nairobi Central,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No
1007,Kenya,Nairobi,Africare Ltd (South C),Medical Clinic,Private Practice,-1.31425,36.8272,KMHFR,Lang'ata,South C,2,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
542,Kenya,Nairobi,Wells Womens Hospital Limited,Medical Clinic,Private Practice,-1.31289,36.8955,KMHFR,Embakasi East,Embakasi,2,24 hours + Weekends,10,0,2,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No
1037,Kenya,Nairobi,DSC Karen Dispensary (Armed Forces),Dispensary,Ministry of Health,-1.32521,36.69659,KMHFR,Lang'ata,Karen,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
754,Kenya,Nairobi,SVG Health Care Limited,Basic Health Centre,Private Practice,-1.26307,36.80623,KMHFR,Westlands,Karura,3,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
778,Kenya,Nairobi,Lower Kabete Dispensary (Kabete),Dispensary,Ministry of Health,-1.24003,36.74591,KMHFR,Westlands,Kitisuru,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
385,Kenya,Nairobi,Hope Worldwide Kenya (Mathare - Utalii),VCT,Non-Governmental Organization,-1.25467,36.86381,KMHFR,Utalii,Ruaraka,3,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,,N/A,No,No,N/A,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
490,Kenya,Nairobi,Allscope Health Centre Limited,Medical Center,Private Practice,-1.28572,36.94805,KMHFR,Embakasi East,Mihango,3,24 hours + Weekends,3,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
160,Kenya,Nairobi,Reproductive Health Services,Medical Clinic,Private Practice,-1.28784,36.8259,KMHFR,Starehe,Nairobi Central,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99,Kenya,Nairobi,Starehe Boys Centre Medical Clinic,Dispensary,Ministry of Health,-1.28038,36.83936,KMHFR,Starehe,Ziwani/Kariokor,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
446,Kenya,Nairobi,Susamed Medical Clinic,Medical Clinic,Private Practice,-1.26349,36.924,KMHFR,Kayole North,Embakasi Central,2,24 hours + Weekends,2,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
306,Kenya,Nairobi,St Vincent Clinin(Nairobi East),Medical Clinic,Private Practice,-1.26108,37.00928,KMHFR,Ruai,Kasarani,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
389,Kenya,Nairobi,Nys Health Centre Ruaraka,Basic Health Centre,Private Practice,-1.25613,36.85524,KMHFR,Utalii,Ruaraka,2,24 hours + Weekends,1,0,0,0,0,0,0,1,0,0,No,No,Yes,Yes,Yes,No,Yes,No,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
248,Kenya,Nairobi,The Aga Khan Hospital Mountain View,Medical Center,Private Practice,-1.26545,36.74086,KMHFR,Westlands,Mountain view,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No
336,Kenya,Nairobi,Aar Kariobangi Clinic,Medical Center,Private Practice,-1.23625,36.96017,KMHFR,Mwiki,kasarani,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1088,Kenya,Nairobi,TheNairobi Hospital Warwick Outpatient Centre,Primary Care Hospital,Private Practice,-1.2351,36.81035,KMHFR,Westlands,Parklands,4,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,,,No,Yes,,,Yes,,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No
362,Kenya,Nairobi,Ngomongo Medical Clinic,Medical Clinic,Private Practice,-1.24044,36.89824,KMHFR,Lucky Summer,Ruaraka,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,N/A,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
334,Kenya,Nairobi,Medipoint Clinic,Medical Center,Private Practice,-1.23264,36.9633,KMHFR,Mwiki,kasarani,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
511,Kenya,Nairobi,Kian Optics,Medical Center,Private Practice,-1.31956,36.8994,KMHFR,Embakasi East,Embakasi,3,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
799,Kenya,Nairobi,Kileleshwa Medical Plaza,Medical Center,Private Practice,-1.25892,36.77155,KMHFR,Dagoretti North,Kileleshwa,3,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
592,Kenya,Nairobi,Ottoman Medical Centre,Medical Clinic,Private Practice,-1.28283,36.89908,KMHFR,Embakasi East,Upper Savannah,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No
648,Kenya,Nairobi,Pipeline Modern Hospital Ltd,Nursing and Maternity Home,Private Practice,-1.32043,36.89525,KMHFR,Embakasi South,Pipeline,3,24 hours + Weekends,35,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
397,Kenya,Nairobi,Ngumba Medical And Laboratory Services,Medical Center,Private Practice,-1.2344,36.88347,KMHFR,Babadogo,Ruaraka,3,24 hours + Weekends,0,15,2,3,0,0,0,1,0,0,No,No,Yes,No,Yes,No,Yes,No,,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
583,Kenya,Nairobi,Menich Family Health Services,Medical Clinic,Private Practice,-1.29046,36.90187,KMHFR,Embakasi East,Upper Savannah,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
629,Kenya,Nairobi,Maccabees Healthcare,Medical Center,Private Practice,-1.31545,36.89006,KMHFR,Embakasi South,Kware,3,24 hours + Weekends,18,0,0,15,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No
869,Kenya,Nairobi,Jonalifa Clinic,Medical Clinic,Private Practice,-1.2738,36.73988,KMHFR,Dagoretti South,Riruta,2,24 hours,8,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
12,Kenya,Nairobi,Libken Medical Centre Limited,Medical Center,Private Practice,-1.2779,36.85164,KMHFR,Kamukunji,Airbase,3,24 hours,40,0,2,4,1,1,1,0,1,0,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No
611,Kenya,Nairobi,Wamunga Health Clinic,Medical Clinic,Private Practice,-1.26066,36.88736,KMHFR,Embakasi North,Dandora Area I,2,24 hours + Weekends,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
242,Kenya,Nairobi,Just Medical Limited,Medical Clinic,Private Practice,-1.28338,36.88006,KMHFR,Makadara,Maringo/Hamza,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
794,Kenya,Nairobi,Vial Medcare Centre Limited,Medical Clinic,Private Practice,-1.27905,36.78477,KMHFR,Dagoretti North,Kileleshwa,3,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
133,Kenya,Nairobi,Healthpoint Specialist Centre Ltd,Medical Center,Private Practice,-1.27208,36.82059,KMHFR,Starehe,Ngara,3,24 hours,0,0,0,0,1,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No
505,Kenya,Nairobi,The Tassia Hill Hospital,Medical Center,Private Practice,-1.32942,36.89473,KMHFR,Embakasi East,Embakasi,3,24 hours + Weekends,0,25,0,0,1,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No
1087,Kenya,Nairobi,Chiromo Hospital Group-Muthithi,Primary Care Hospital,Private Practice,-1.27041,36.81314,KMHFR,Westlands,Parklands,4,24 hours,40,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
9,Kenya,Nairobi,The Labib Hospital,Medical Center,Private Practice,-1.2781,36.85123,KMHFR,Kamukunji,California,3,24 hours,5,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
1032,Kenya,Nairobi,Nyumbani Diagnostic Laboratory and Medical Clinic,Medical Clinic,Non-Governmental Organization,-1.31251,36.69909,KMHFR,Lang'ata,Karen,2,24 hours,2,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1042,Kenya,Nairobi,Montezuma Monalisa Funeral Home,Farewell Home,Private Practice,-1.31103,36.80599,KMHFR,Lang'ata,Nyayo Highrise,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
739,Kenya,Nairobi,Phadam Hospital Umoja,Primary Care Hospital,Private Practice,-1.28327,36.89473,KMHFR,Embakasi West,Umoja I,4,24 hours + Weekends,0,0,3,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
978,Kenya,Nairobi,Makina Community Dispensary,Dispensary,Ministry of Health,-1.30706,36.78255,KMHFR,Kibra,Makina,2,24 hours,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
116,Kenya,Nairobi,Burhani Nursing Home,Basic Health Centre,Private Practice,-1.27693,36.84132,KMHFR,Starehe,Pangani,3,24 hours,4,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No
484,Kenya,Nairobi,St Raphael's Clinic,Dispensary,Faith Based Organization,-1.27078,36.94896,KMHFR,Embakasi East,Mihango,2,24 hours,0,0,0,0,0,0,0,0,0,0,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
318,Kenya,Nairobi,Njiru (Edarp) Clinic,Medical Clinic,Private Practice,-1.25178,36.93799,KMHFR,Njiru,Kasarani,2,24 hours,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
